question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
When does a creature deal combat damage?,"During the combat damage step, equal to its power.",At the start of each player's upkeep.,Whenever a creature is put into the graveyard.,When a player casts an instant or sorcery that says “deal 3 damage to target creature.”
Which of the following is true about damage dealt during combat?,Only damage dealt by creatures during the combat damage step counts as combat damage; other damage does not.,All damage dealt by any ability during combat is considered combat damage.,Damage from a spell that says “deal damage to target creature” counts as combat damage.,Damage dealt during the declare blockers step is never combat damage.
Which zone holds planeswalkers’ emblems and the oversized cards used in some multiplayer variants?,Command zone,Battlefield,Graveyard,Library
What is the Commander variant of Magic: The Gathering?,A casual variant in which each player’s deck is led by a legendary creature.,A competitive two‑player format that requires a 100‑card deck.,A format that prohibits all legendary creatures.,A format that limits all cards to basic land types.
"In multiplayer variants, what type of cards are placed in the command zone as oversized cards?",Oversized cards,Tokens,Instant spells,Creature cards
Which constructed format is considered the most popular in Magic: The Gathering?,Standard,Draft,Sealed,Commander
"If a continuous effect originates from a static ability, how long does it persist?",It lasts as long as the permanent with the ability is on the battlefield.,It lasts until the end of the current turn.,It lasts as long as the card remains in the player's hand.,It lasts until the next player’s upkeep.
What is the method for determining how long a continuous effect will last?,By reading the spell or ability from which the effect originates.,By checking the color of the card.,By counting the number of counters on the permanent.,By the amount of life the controller has.
What is a counter on a permanent?,A marker that changes a permanent’s characteristics while it remains on the battlefield.,A token that represents a creature’s special ability.,A type of spell that summons a creature from your hand.,A card that can only be placed on a planeswalker.
How long does a counter last?,Until the permanent it’s on is removed from the battlefield.,"Only for the current turn, after which it disappears.",For exactly one game phase regardless of where it is.,Only while the owner of the permanent is in a losing state.
What does a counter usually change?,A creature’s power and toughness or a planeswalker’s loyalty.,The color identity of the permanent it’s on.,The mana cost of all spells on the battlefield.,The number of players in the game.
Which type of counter tracks a planeswalker's current loyalty?,The loyalty counter.,The toughness counter.,The speed counter.,The life counter.
